Order_ID,Date,Product,Category,Region,Sales_Amount,Quantity,Unit_Price,Discount,Customer_Segment
1030,2024-03-09,Headphones,Electronics,North,729.0,9,90,0.1,Consumer
1031,2024-06-17,Headphones,Electronics,North,229.5,3,90,0.15,Home Office
1032,2024-11-24,Office Chair,Furniture,North,1425.0,10,150,0.05,Home Office
1033,2024-08-18,Smartwatch,Electronics,North,570.0,3,200,0.05,Corporate
1034,2024-12-06,Tablet,Electronics,North,2550.0,10,300,0.15,Home Office
1035,2024-03-05,Mouse,Electronics,West,450.0,9,50,0.0,Home Office
1036,2024-11-18,Mouse,Electronics,South,285.0,6,50,0.05,Corporate
1037,2024-11-22,Desk Lamp,Home,West,50.0,1,50,0.0,Home Office
1038,2024-07-17,Headphones,Electronics,East,540.0,6,90,0.0,Consumer
1039,2024-01-31,Tablet,Electronics,South,1140.0,4,300,0.05,Home Office
1040,2024-01-21,Desk Lamp,Home,South,450.0,9,50,0.0,Corporate
1041,2024-04-16,Sofa,Furniture,East,2850.0,3,1000,0.05,Corporate
1042,2024-10-01,Headphones,Electronics,North,688.5,9,90,0.15,Corporate
1043,2024-03-23,Smartphone,Electronics,South,3600.0,10,400,0.1,Home Office
1044,2024-03-10,Monitor,Electronics,South,997.5,3,350,0.05,Corporate
1045,2024-12-14,Laptop,Electronics,West,10625.0,10,1250,0.15,Home Office
1046,2024-09-29,Smartwatch,Electronics,South,1200.0,6,200,0.0,Consumer
1047,2024-04-16,Tablet,Electronics,North,1275.0,5,300,0.15,Consumer
1048,2024-06-25,Mouse,Electronics,West,95.0,2,50,0.05,Consumer
1049,2024-06-05,Bookshelf,Furniture,South,2000.0,8,250,0.0,Corporate
1050,2024-02-23,Tablet,Electronics,East,2565.0,9,300,0.05,Home Office
1051,2024-06-29,Webcam,Electronics,South,480.0,4,120,0.0,Consumer
1052,2024-10-04,Mouse,Electronics,West,332.5,7,50,0.05,Home Office
1053,2024-10-12,Webcam,Electronics,North,1020.0,10,120,0.15,Consumer
1054,2024-05-28,Office Chair,Furniture,South,570.0,4,150,0.05,Consumer
1055,2024-12-14,Smartwatch,Electronics,West,400.0,2,200,0.0,Corporate
1056,2024-09-11,Mouse,Electronics,West,475.0,10,50,0.05,Corporate
1057,2024-09-08,Printer,Electronics,South,1600.0,4,400,0.0,Consumer
1058,2024-07-26,Monitor,Electronics,West,892.5,3,350,0.15,Consumer
1059,2024-08-25,Desk,Furniture,West,2100.0,7,300,0.0,Corporate
1060,2024-01-24,Headphones,Electronics,East,630.0,7,90,0.0,Corporate
1061,2024-01-25,Office Chair,Furniture,South,1282.5,9,150,0.05,Home Office
1062,2024-03-23,Printer,Electronics,West,1200.0,3,400,0.0,Consumer
1063,2024-08-22,Laptop,Electronics,North,3562.5,3,1250,0.05,Home Office
1064,2024-05-23,Mouse,Electronics,West,270.0,6,50,0.1,Corporate
1065,2024-09-13,Smartwatch,Electronics,East,170.0,1,200,0.15,Consumer
1066,2024-02-22,Headphones,Electronics,South,382.5,5,90,0.15,Consumer
1067,2024-02-12,Office Chair,Furniture,North,1080.0,8,150,0.1,Consumer
1068,2024-10-31,Desk Lamp,Home,East,150.0,3,50,0.0,Consumer
1069,2024-12-09,Bookshelf,Furniture,South,675.0,3,250,0.1,Home Office
1070,2024-04-23,Desk Lamp,Home,South,300.0,6,50,0.0,Consumer
1071,2024-04-07,Office Chair,Furniture,North,540.0,4,150,0.1,Consumer
1072,2024-06-23,Headphones,Electronics,East,598.5,7,90,0.05,Corporate
1073,2024-09-25,Sofa,Furniture,West,7200.0,8,1000,0.1,Corporate
1074,2024-11-02,Laptop,Electronics,East,4500.0,4,1250,0.1,Home Office
1075,2024-11-26,Keyboard,Electronics,North,170.0,2,100,0.15,Home Office
1076,2024-11-18,Tablet,Electronics,West,510.0,2,300,0.15,Home Office
1077,2024-11-29,Smartwatch,Electronics,North,570.0,3,200,0.05,Home Office
1078,2024-11-14,Webcam,Electronics,North,228.0,2,120,0.05,Corporate
1079,2024-07-02,Webcam,Electronics,North,864.0,8,120,0.1,Home Office
1080,2024-12-03,Office Chair,Furniture,West,600.0,4,150,0.0,Corporate
1081,2024-12-09,Desk,Furniture,East,1200.0,4,300,0.0,Corporate
1082,2024-11-02,Keyboard,Electronics,North,850.0,10,100,0.15,Corporate
1083,2024-06-17,Monitor,Electronics,West,315.0,1,350,0.1,Corporate
1084,2024-03-28,Tablet,Electronics,West,1620.0,6,300,0.1,Consumer
1085,2024-01-05,Desk Lamp,Home,West,340.0,8,50,0.15,Corporate
1086,2024-05-18,Printer,Electronics,South,2880.0,8,400,0.1,Consumer
1087,2024-11-24,Sofa,Furniture,South,7650.0,9,1000,0.15,Corporate
1088,2024-09-11,Mouse,Electronics,West,450.0,9,50,0.0,Corporate
1089,2024-10-24,Webcam,Electronics,South,684.0,6,120,0.05,Home Office
1090,2024-11-24,Sofa,Furniture,East,3000.0,3,1000,0.0,Corporate
1091,2024-12-20,Mouse,Electronics,South,450.0,10,50,0.1,Corporate
1092,2024-09-07,Sofa,Furniture,North,4500.0,5,1000,0.1,Consumer
1093,2024-04-06,Laptop,Electronics,East,9500.0,8,1250,0.05,Corporate
1094,2024-01-08,Desk,Furniture,East,900.0,3,300,0.0,Consumer
1095,2024-01-10,Webcam,Electronics,East,108.0,1,120,0.1,Consumer
1096,2024-03-04,Laptop,Electronics,East,4250.0,4,1250,0.15,Home Office
1097,2024-08-03,Keyboard,Electronics,East,630.0,7,100,0.1,Consumer
1098,2024-09-19,Webcam,Electronics,West,1080.0,9,120,0.0,Home Office
1099,2024-04-20,Smartphone,Electronics,West,1080.0,3,400,0.1,Consumer
1100,2024-02-11,Desk Lamp,Home,North,90.0,2,50,0.1,Corporate
1101,2024-02-03,Keyboard,Electronics,North,850.0,10,100,0.15,Home Office
1102,2024-08-17,Smartwatch,Electronics,South,340.0,2,200,0.15,Corporate
1103,2024-07-08,Smartphone,Electronics,North,3600.0,10,400,0.1,Home Office
1104,2024-03-23,Laptop,Electronics,North,10000.0,8,1250,0.0,Home Office
1105,2024-11-23,Desk,Furniture,East,1710.0,6,300,0.05,Home Office
1106,2024-02-11,Tablet,Electronics,North,570.0,2,300,0.05,Consumer
1107,2024-02-21,Desk Lamp,Home,South,127.5,3,50,0.15,Home Office
1108,2024-09-26,Desk Lamp,Home,West,270.0,6,50,0.1,Corporate
1109,2024-06-06,Keyboard,Electronics,South,380.0,4,100,0.05,Corporate
1110,2024-06-21,Smartwatch,Electronics,South,800.0,4,200,0.0,Consumer
1111,2024-03-03,Printer,Electronics,West,3200.0,8,400,0.0,Home Office
1112,2024-08-21,Mouse,Electronics,South,142.5,3,50,0.05,Home Office
1113,2024-04-06,Smartwatch,Electronics,South,720.0,4,200,0.1,Corporate
1114,2024-06-30,Tablet,Electronics,West,2550.0,10,300,0.15,Consumer
1115,2024-09-27,Mouse,Electronics,West,212.5,5,50,0.15,Consumer
1116,2024-04-25,Monitor,Electronics,West,1050.0,3,350,0.0,Home Office
1117,2024-05-17,Smartphone,Electronics,South,2660.0,7,400,0.05,Corporate
1118,2024-04-19,Monitor,Electronics,West,2975.0,10,350,0.15,Consumer
1119,2024-11-07,Printer,Electronics,East,3420.0,9,400,0.05,Corporate
1120,2024-03-16,Sofa,Furniture,East,5700.0,6,1000,0.05,Corporate
1121,2024-03-04,Headphones,Electronics,South,76.5,1,90,0.15,Consumer
1122,2024-06-15,Laptop,Electronics,South,3750.0,3,1250,0.0,Home Office
1123,2024-11-04,Laptop,Electronics,East,1062.5,1,1250,0.15,Corporate
1124,2024-04-19,Office Chair,Furniture,North,300.0,2,150,0.0,Home Office
1125,2024-03-02,Smartwatch,Electronics,North,1800.0,9,200,0.0,Home Office
1126,2024-04-17,Keyboard,Electronics,North,100.0,1,100,0.0,Corporate
1127,2024-12-22,Office Chair,Furniture,East,1200.0,8,150,0.0,Home Office
1128,2024-10-02,Tablet,Electronics,South,1785.0,7,300,0.15,Corporate
1129,2024-06-16,Tablet,Electronics,West,1620.0,6,300,0.1,Consumer
1130,2024-07-24,Smartphone,Electronics,East,1800.0,5,400,0.1,Home Office
1131,2024-10-20,Smartwatch,Electronics,North,360.0,2,200,0.1,Corporate
1132,2024-04-25,Keyboard,Electronics,North,630.0,7,100,0.1,Corporate
1133,2024-04-13,Desk Lamp,Home,South,180.0,4,50,0.1,Home Office
1134,2024-01-14,Laptop,Electronics,South,7437.5,7,1250,0.15,Consumer
1135,2024-12-21,Headphones,Electronics,West,360.0,4,90,0.0,Home Office
1136,2024-07-16,Smartphone,Electronics,West,720.0,2,400,0.1,Consumer
1137,2024-12-25,Office Chair,Furniture,East,675.0,5,150,0.1,Corporate
1138,2024-06-29,Sofa,Furniture,East,9000.0,10,1000,0.1,Home Office
1139,2024-01-08,Smartphone,Electronics,South,1080.0,3,400,0.1,Corporate
1140,2024-09-14,Sofa,Furniture,North,900.0,1,1000,0.1,Corporate
1141,2024-01-19,Printer,Electronics,South,2380.0,7,400,0.15,Corporate
1142,2024-09-22,Desk Lamp,Home,West,450.0,10,50,0.1,Consumer
1143,2024-09-27,Tablet,Electronics,West,2160.0,8,300,0.1,Home Office
1144,2024-11-03,Printer,Electronics,West,1360.0,4,400,0.15,Corporate
1145,2024-01-23,Sofa,Furniture,East,2000.0,2,1000,0.0,Home Office
1146,2024-03-31,Desk,Furniture,North,1200.0,4,300,0.0,Home Office
1147,2024-08-06,Monitor,Electronics,West,3500.0,10,350,0.0,Home Office
1148,2024-10-14,Laptop,Electronics,East,3750.0,3,1250,0.0,Consumer
1149,2024-05-13,Tablet,Electronics,North,2295.0,9,300,0.15,Consumer
1150,2024-10-15,Laptop,Electronics,East,10625.0,10,1250,0.15,Home Office
1151,2024-03-05,Keyboard,Electronics,East,570.0,6,100,0.05,Consumer
1152,2024-05-25,Tablet,Electronics,East,3000.0,10,300,0.0,Corporate
1153,2024-02-24,Mouse,Electronics,North,255.0,6,50,0.15,Consumer
1154,2024-02-15,Smartwatch,Electronics,South,1900.0,10,200,0.05,Home Office
1155,2024-05-05,Headphones,Electronics,North,540.0,6,90,0.0,Consumer
1156,2024-01-06,Bookshelf,Furniture,East,712.5,3,250,0.05,Home Office
1157,2024-10-25,Headphones,Electronics,West,324.0,4,90,0.1,Corporate
1158,2024-02-24,Smartphone,Electronics,West,2040.0,6,400,0.15,Corporate
1159,2024-07-22,Laptop,Electronics,West,9562.5,9,1250,0.15,Corporate
1160,2024-03-07,Tablet,Electronics,North,2280.0,8,300,0.05,Corporate
1161,2024-10-05,Sofa,Furniture,East,2700.0,3,1000,0.1,Home Office
1162,2024-01-02,Webcam,Electronics,North,918.0,9,120,0.15,Corporate
1163,2024-07-10,Desk,Furniture,West,1425.0,5,300,0.05,Consumer
1164,2024-02-06,Smartphone,Electronics,West,2000.0,5,400,0.0,Consumer
1165,2024-09-29,Webcam,Electronics,West,1200.0,10,120,0.0,Consumer
1166,2024-12-24,Laptop,Electronics,East,10687.5,9,1250,0.05,Corporate
1167,2024-07-20,Mouse,Electronics,South,315.0,7,50,0.1,Corporate
1168,2024-07-02,Keyboard,Electronics,East,85.0,1,100,0.15,Home Office
1169,2024-02-12,Headphones,Electronics,South,76.5,1,90,0.15,Home Office
1170,2024-10-11,Bookshelf,Furniture,West,850.0,4,250,0.15,Home Office
1171,2024-04-10,Monitor,Electronics,West,297.5,1,350,0.15,Home Office
1172,2024-01-15,Office Chair,Furniture,South,855.0,6,150,0.05,Home Office
1173,2024-12-23,Sofa,Furniture,East,8500.0,10,1000,0.15,Corporate
1174,2024-06-23,Sofa,Furniture,North,1800.0,2,1000,0.1,Home Office
1175,2024-07-02,Headphones,Electronics,South,270.0,3,90,0.0,Home Office
1176,2024-05-21,Desk,Furniture,West,1890.0,7,300,0.1,Consumer
1177,2024-08-23,Laptop,Electronics,South,7125.0,6,1250,0.05,Corporate
1178,2024-02-13,Mouse,Electronics,East,135.0,3,50,0.1,Home Office
1179,2024-09-16,Printer,Electronics,West,2880.0,8,400,0.1,Consumer
1180,2024-03-29,Smartwatch,Electronics,East,200.0,1,200,0.0,Home Office
1181,2024-06-15,Headphones,Electronics,North,162.0,2,90,0.1,Home Office
1182,2024-05-26,Tablet,Electronics,South,540.0,2,300,0.1,Home Office
1183,2024-12-26,Desk,Furniture,East,855.0,3,300,0.05,Corporate
1184,2024-05-24,Bookshelf,Furniture,West,750.0,3,250,0.0,Home Office
1185,2024-03-19,Smartphone,Electronics,South,1520.0,4,400,0.05,Corporate
1186,2024-03-26,Keyboard,Electronics,West,600.0,6,100,0.0,Corporate
1187,2024-06-24,Monitor,Electronics,West,2520.0,8,350,0.1,Consumer
1188,2024-03-04,Mouse,Electronics,North,405.0,9,50,0.1,Home Office
1189,2024-11-21,Bookshelf,Furniture,East,500.0,2,250,0.0,Corporate
1190,2024-09-04,Sofa,Furniture,East,2000.0,2,1000,0.0,Corporate
1191,2024-04-10,Bookshelf,Furniture,North,637.5,3,250,0.15,Consumer
1192,2024-03-18,Smartphone,Electronics,West,2380.0,7,400,0.15,Consumer
1193,2024-01-15,Smartphone,Electronics,North,1360.0,4,400,0.15,Home Office
1194,2024-09-25,Webcam,Electronics,East,510.0,5,120,0.15,Consumer
1195,2024-04-04,Desk Lamp,Home,South,255.0,6,50,0.15,Home Office
1196,2024-08-24,Desk Lamp,Home,North,425.0,10,50,0.15,Consumer
1197,2024-02-08,Printer,Electronics,South,340.0,1,400,0.15,Home Office
1198,2024-10-29,Smartwatch,Electronics,South,1260.0,7,200,0.1,Home Office
1199,2024-01-08,Headphones,Electronics,North,684.0,8,90,0.05,Corporate
1200,2024-07-14,Desk Lamp,Home,West,425.0,10,50,0.15,Corporate
1201,2024-05-18,Keyboard,Electronics,West,700.0,7,100,0.0,Consumer
1202,2024-10-17,Webcam,Electronics,South,240.0,2,120,0.0,Corporate
1203,2024-02-09,Webcam,Electronics,North,840.0,7,120,0.0,Corporate
1204,2024-03-26,Sofa,Furniture,West,7600.0,8,1000,0.05,Corporate
1205,2024-05-30,Desk,Furniture,East,855.0,3,300,0.05,Consumer
1206,2024-01-01,Desk Lamp,Home,South,350.0,7,50,0.0,Corporate
1207,2024-06-28,Bookshelf,Furniture,East,500.0,2,250,0.0,Corporate
1208,2024-09-10,Keyboard,Electronics,West,570.0,6,100,0.05,Home Office
1209,2024-12-10,Office Chair,Furniture,West,300.0,2,150,0.0,Corporate
1210,2024-10-11,Printer,Electronics,North,360.0,1,400,0.1,Consumer
1211,2024-04-14,Desk,Furniture,South,1500.0,5,300,0.0,Corporate
1212,2024-01-19,Desk,Furniture,North,300.0,1,300,0.0,Home Office
1213,2024-07-24,Desk Lamp,Home,East,127.5,3,50,0.15,Consumer
1214,2024-11-05,Laptop,Electronics,West,11875.0,10,1250,0.05,Home Office
1215,2024-02-03,Keyboard,Electronics,South,255.0,3,100,0.15,Consumer
1216,2024-07-14,Smartwatch,Electronics,East,600.0,3,200,0.0,Consumer
1217,2024-10-25,Printer,Electronics,North,800.0,2,400,0.0,Consumer
1218,2024-10-01,Smartphone,Electronics,East,2040.0,6,400,0.15,Home Office
1219,2024-01-03,Smartwatch,Electronics,West,380.0,2,200,0.05,Corporate
1220,2024-02-07,Smartwatch,Electronics,West,1190.0,7,200,0.15,Corporate
1221,2024-07-26,Keyboard,Electronics,East,665.0,7,100,0.05,Consumer
1222,2024-03-01,Monitor,Electronics,South,1260.0,4,350,0.1,Corporate
1223,2024-12-10,Printer,Electronics,West,1200.0,3,400,0.0,Corporate
1224,2024-11-09,Bookshelf,Furniture,West,1750.0,7,250,0.0,Home Office
1225,2024-03-11,Printer,Electronics,West,2520.0,7,400,0.1,Consumer
1226,2024-07-01,Desk,Furniture,North,2040.0,8,300,0.15,Corporate
1227,2024-10-08,Headphones,Electronics,West,256.5,3,90,0.05,Corporate
1228,2024-01-07,Desk Lamp,Home,South,427.5,9,50,0.05,Corporate
1229,2024-08-21,Tablet,Electronics,North,2295.0,9,300,0.15,Corporate
1230,2024-07-03,Desk,Furniture,South,2700.0,9,300,0.0,Home Office
1231,2024-05-11,Smartphone,Electronics,South,1140.0,3,400,0.05,Corporate
1232,2024-05-05,Laptop,Electronics,North,6750.0,6,1250,0.1,Home Office
1233,2024-02-09,Monitor,Electronics,East,2835.0,9,350,0.1,Home Office
1234,2024-08-15,Printer,Electronics,North,2160.0,6,400,0.1,Consumer
1235,2024-06-25,Printer,Electronics,North,720.0,2,400,0.1,Home Office
1236,2024-08-18,Office Chair,Furniture,West,750.0,5,150,0.0,Home Office
1237,2024-06-01,Smartphone,Electronics,South,1140.0,3,400,0.05,Consumer
1238,2024-01-29,Sofa,Furniture,North,5700.0,6,1000,0.05,Corporate
1239,2024-07-31,Webcam,Electronics,East,114.0,1,120,0.05,Consumer
1240,2024-11-03,Desk,Furniture,South,1275.0,5,300,0.15,Consumer
1241,2024-09-01,Desk Lamp,Home,South,237.5,5,50,0.05,Corporate
1242,2024-11-05,Bookshelf,Furniture,East,1187.5,5,250,0.05,Consumer
1243,2024-05-06,Webcam,Electronics,East,342.0,3,120,0.05,Corporate
1244,2024-07-30,Desk,Furniture,North,765.0,3,300,0.15,Corporate
1245,2024-09-18,Office Chair,Furniture,South,285.0,2,150,0.05,Corporate
1246,2024-04-25,Desk,Furniture,West,2550.0,10,300,0.15,Corporate
1247,2024-12-29,Laptop,Electronics,West,2250.0,2,1250,0.1,Home Office
1248,2024-04-15,Sofa,Furniture,South,5400.0,6,1000,0.1,Corporate
1249,2024-03-05,Desk Lamp,Home,South,225.0,5,50,0.1,Home Office
1250,2024-08-03,Bookshelf,Furniture,South,2000.0,8,250,0.0,Consumer
1251,2024-07-02,Mouse,Electronics,South,475.0,10,50,0.05,Home Office
1252,2024-08-02,Sofa,Furniture,West,5950.0,7,1000,0.15,Corporate
1253,2024-01-18,Monitor,Electronics,East,3500.0,10,350,0.0,Consumer
1254,2024-11-03,Desk,Furniture,East,570.0,2,300,0.05,Home Office
1255,2024-09-28,Laptop,Electronics,North,1250.0,1,1250,0.0,Consumer
1256,2024-02-13,Sofa,Furniture,West,6800.0,8,1000,0.15,Consumer
1257,2024-06-24,Smartphone,Electronics,East,3800.0,10,400,0.05,Corporate
1258,2024-01-21,Office Chair,Furniture,West,675.0,5,150,0.1,Corporate
1259,2024-07-08,Laptop,Electronics,North,2500.0,2,1250,0.0,Home Office
1260,2024-04-22,Desk Lamp,Home,North,350.0,7,50,0.0,Home Office
1261,2024-10-23,Tablet,Electronics,South,2100.0,7,300,0.0,Home Office
1262,2024-11-29,Smartwatch,Electronics,West,2000.0,10,200,0.0,Consumer
1263,2024-10-24,Desk,Furniture,North,1710.0,6,300,0.05,Home Office
1264,2024-07-01,Keyboard,Electronics,East,300.0,3,100,0.0,Corporate
1265,2024-03-09,Sofa,Furniture,East,4000.0,4,1000,0.0,Consumer
1266,2024-04-13,Laptop,Electronics,North,7500.0,6,1250,0.0,Consumer
1267,2024-01-11,Smartphone,Electronics,West,3600.0,9,400,0.0,Home Office
1268,2024-03-15,Tablet,Electronics,South,1425.0,5,300,0.05,Home Office
1269,2024-07-11,Smartwatch,Electronics,West,570.0,3,200,0.05,Corporate
1270,2024-04-07,Headphones,Electronics,North,540.0,6,90,0.0,Corporate
1271,2024-03-01,Keyboard,Electronics,East,270.0,3,100,0.1,Consumer
1272,2024-12-11,Mouse,Electronics,South,500.0,10,50,0.0,Home Office
1273,2024-04-13,Desk Lamp,Home,South,150.0,3,50,0.0,Consumer
1274,2024-04-21,Printer,Electronics,South,1200.0,3,400,0.0,Consumer
1275,2024-03-07,Monitor,Electronics,West,1662.5,5,350,0.05,Corporate
1276,2024-08-29,Printer,Electronics,North,1800.0,5,400,0.1,Consumer
1277,2024-12-21,Headphones,Electronics,East,405.0,5,90,0.1,Corporate
1278,2024-04-10,Smartwatch,Electronics,East,720.0,4,200,0.1,Consumer
1279,2024-09-20,Smartwatch,Electronics,West,540.0,3,200,0.1,Corporate
1280,2024-09-13,Printer,Electronics,South,1080.0,3,400,0.1,Home Office
1281,2024-06-03,Headphones,Electronics,North,612.0,8,90,0.15,Consumer
1282,2024-06-12,Keyboard,Electronics,South,425.0,5,100,0.15,Corporate
1283,2024-07-20,Keyboard,Electronics,East,595.0,7,100,0.15,Corporate
1284,2024-03-01,Laptop,Electronics,North,11250.0,9,1250,0.0,Consumer
1285,2024-11-13,Mouse,Electronics,West,350.0,7,50,0.0,Consumer
1286,2024-01-04,Keyboard,Electronics,West,900.0,10,100,0.1,Home Office
1287,2024-10-17,Bookshelf,Furniture,West,1487.5,7,250,0.15,Home Office
1288,2024-02-21,Printer,Electronics,West,2280.0,6,400,0.05,Consumer
1289,2024-01-28,Headphones,Electronics,East,85.5,1,90,0.05,Home Office
1290,2024-03-21,Desk Lamp,Home,South,475.0,10,50,0.05,Corporate
1291,2024-06-15,Smartwatch,Electronics,West,760.0,4,200,0.05,Corporate
1292,2024-01-31,Smartwatch,Electronics,West,190.0,1,200,0.05,Corporate
1293,2024-05-24,Keyboard,Electronics,South,900.0,9,100,0.0,Corporate
1294,2024-03-25,Tablet,Electronics,North,2700.0,9,300,0.0,Corporate
1295,2024-07-26,Smartphone,Electronics,North,2800.0,7,400,0.0,Home Office
1296,2024-09-05,Printer,Electronics,East,1700.0,5,400,0.15,Home Office
1297,2024-11-07,Smartwatch,Electronics,West,2000.0,10,200,0.0,Home Office
1298,2024-02-11,Sofa,Furniture,South,7000.0,7,1000,0.0,Consumer
1299,2024-03-08,Tablet,Electronics,North,765.0,3,300,0.15,Consumer
1300,2024-02-07,Desk,Furniture,North,3000.0,10,300,0.0,Home Office
1301,2024-05-21,Printer,Electronics,North,3240.0,9,400,0.1,Consumer
1302,2024-12-14,Office Chair,Furniture,West,1147.5,9,150,0.15,Corporate
1303,2024-03-06,Bookshelf,Furniture,East,1350.0,6,250,0.1,Home Office
1304,2024-10-15,Monitor,Electronics,East,2975.0,10,350,0.15,Corporate
1305,2024-02-22,Webcam,Electronics,East,120.0,1,120,0.0,Corporate
1306,2024-08-11,Smartphone,Electronics,South,4000.0,10,400,0.0,Consumer
1307,2024-10-19,Keyboard,Electronics,East,95.0,1,100,0.05,Home Office
1308,2024-10-22,Mouse,Electronics,West,142.5,3,50,0.05,Home Office
1309,2024-12-24,Smartphone,Electronics,North,3400.0,10,400,0.15,Consumer
1310,2024-10-30,Office Chair,Furniture,North,1147.5,9,150,0.15,Corporate
1311,2024-05-23,Mouse,Electronics,North,225.0,5,50,0.1,Corporate
1312,2024-01-11,Monitor,Electronics,South,595.0,2,350,0.15,Home Office
1313,2024-04-03,Headphones,Electronics,West,153.0,2,90,0.15,Home Office
1314,2024-11-10,Desk,Furniture,East,540.0,2,300,0.1,Home Office
1315,2024-01-13,Monitor,Electronics,East,2327.5,7,350,0.05,Consumer
1316,2024-02-08,Office Chair,Furniture,West,1147.5,9,150,0.15,Consumer
1317,2024-01-04,Laptop,Electronics,North,10625.0,10,1250,0.15,Consumer
1318,2024-12-15,Tablet,Electronics,North,570.0,2,300,0.05,Home Office
1319,2024-07-10,Laptop,Electronics,East,10625.0,10,1250,0.15,Consumer
1320,2024-03-08,Desk,Furniture,East,270.0,1,300,0.1,Consumer
1321,2024-07-04,Desk,Furniture,East,1425.0,5,300,0.05,Consumer
1322,2024-04-18,Tablet,Electronics,West,1620.0,6,300,0.1,Consumer
1323,2024-01-28,Headphones,Electronics,East,810.0,9,90,0.0,Consumer
1324,2024-07-19,Laptop,Electronics,East,4750.0,4,1250,0.05,Corporate
1325,2024-05-25,Office Chair,Furniture,West,750.0,5,150,0.0,Consumer
1326,2024-11-06,Smartphone,Electronics,East,2800.0,7,400,0.0,Consumer
1327,2024-06-25,Keyboard,Electronics,East,270.0,3,100,0.1,Home Office
1328,2024-08-09,Mouse,Electronics,South,190.0,4,50,0.05,Corporate
1329,2024-06-25,Sofa,Furniture,North,5700.0,6,1000,0.05,Corporate
1330,2024-08-22,Sofa,Furniture,North,7000.0,7,1000,0.0,Corporate
1331,2024-11-30,Smartphone,Electronics,West,400.0,1,400,0.0,Corporate
1332,2024-10-08,Smartphone,Electronics,North,1700.0,5,400,0.15,Corporate
1333,2024-11-23,Desk,Furniture,West,2160.0,8,300,0.1,Consumer
1334,2024-09-07,Laptop,Electronics,East,8750.0,7,1250,0.0,Consumer
1335,2024-09-11,Desk Lamp,Home,North,225.0,5,50,0.1,Corporate
1336,2024-11-08,Webcam,Electronics,North,204.0,2,120,0.15,Home Office
1337,2024-03-13,Desk Lamp,Home,North,450.0,10,50,0.1,Consumer
1338,2024-06-01,Laptop,Electronics,South,10625.0,10,1250,0.15,Home Office
1339,2024-01-01,Tablet,Electronics,South,2400.0,8,300,0.0,Consumer
1340,2024-09-16,Tablet,Electronics,West,285.0,1,300,0.05,Home Office
1341,2024-10-15,Monitor,Electronics,North,1190.0,4,350,0.15,Consumer
1342,2024-03-24,Smartphone,Electronics,South,1900.0,5,400,0.05,Corporate
1343,2024-01-23,Monitor,Electronics,South,1575.0,5,350,0.1,Home Office
1344,2024-04-07,Office Chair,Furniture,East,150.0,1,150,0.0,Corporate
1345,2024-07-03,Smartwatch,Electronics,West,1330.0,7,200,0.05,Corporate
1346,2024-04-27,Monitor,Electronics,West,3325.0,10,350,0.05,Home Office
1347,2024-03-22,Desk,Furniture,West,765.0,3,300,0.15,Home Office
